step,timeperf/rollout,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/max,timeperf/recompute_logp,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clip_ratio/min,ppo_actor/update/new_logp/min,teacher_answer_n_seqs,ppo_actor/n_seqs,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/avg,teacher_answer_logp/avg,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/max,teacher_answer_logp/min,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/old_logp/min,teacher_answer_logp/max,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/rs_filtered_fraction,teacher_answer_len/avg,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/unclipped_behave_tokens,teacher_answer_len/min,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/update_successful,teacher_answer_len/max,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_generated_tokens,timeperf/rollout_postprocess,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/n_valid_tokens,timeperf/compute_advantage,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_avg,timeperf/train_step,ppo_actor/rs_upper,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/update_weights,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/save,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/checkpoint_for_recover,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/eval,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/clear_batches,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_proximal,ppo_actor/advantages/avg,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/version_stats/v_theta,ppo_actor/advantages/max,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/max,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/max,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/max,ppo_actor/final_reward/max,ppo_actor/update/approx_kl/min,ppo_actor/update/grad_norm,ppo_actor/update/vocab_min_logits/min,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/avg,ppo_actor/use_dual_clip,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/max,rollout/accepted,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/importance_weight/min,rollout/reward,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/lr,eval-rollout/reward,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_tokens,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/n_valid_tokens,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/avg
189,0.0014581,-0.0,0.0,0.0,0.52258,0.0,0.0,-4.583,256.0,256.0,0.0,-0.14331,-1.701,176380.0,0.00075212,0.0,-10.521,98304.0,0.86076,-4.5896,0.0,0.0625,-0.80082,0.0,4.75,1.0,0.00076312,98304.0,2.0,0.0,0.42655,1.0,28.0,128.56,-8.9407e-08,16341.0,0.63666,344.0,0.00077415,98304.0,0.13492,80.0,0.37045,1.0,3.9367,5.0,0.0,1.0,0.088287,512.56,98304.0,1.0,0.0003539,728.0,-0.14406,2.0,8.7733e-05,464.0,0.0,2.0,4.5919e-05,-1.701,-4.583,2.0,0.003938,0.0,0.0,187.0,-2.6581e-09,-10.521,0.0,188.0,3.1453,-0.00019238,0.0,26.926,-3.233,5.594,0.0,45.0,0.0,-4.1824,0.16667,6.4062,0.25,0.0,2.7146,-15.377,-5.0932e-11,0.0,2.6689e-14,-7.3438,2.4077,0.0,0.32415,-37.75,-2.4749,-0.00075212,1.0,0.0,256.0,0.80082,1.0,1.0,512.56,-0.86076,1.0,0.0,728.0,1.0,3e-06,,464.0,2.2274,131220.0,0.0,0.42284,98304.0,0.0,0.0,-0.14406
190,0.0012582,-0.0,0.0,0.0,0.50533,0.0,0.0,-4.7131,256.0,256.0,0.0,-0.1496,-1.6928,174720.0,0.00097142,0.0,-11.19,98304.0,0.79736,-4.6992,-5.9605e-08,0.0625,-0.76171,0.0,4.5625,1.0,0.00079511,98304.0,2.0,0.0,0.38022,1.0,29.0,129.47,-8.8359e-08,16341.0,0.6281,422.0,0.00080002,98304.0,0.1326,87.0,0.31789,1.0,3.0062,5.0,0.0,1.0,0.083955,513.47,98304.0,1.0,0.00049187,806.0,-0.15057,2.0,0.00010733,471.0,0.0,2.0,4.4898e-05,-1.6928,-4.7131,2.0,0.004059,-5.9605e-08,0.0,188.0,-5.8208e-10,-11.19,0.0,189.0,2.9694,0.0001977,0.0,26.686,-3.2471,4.4863,0.0,42.75,0.0,-3.7269,0.17373,6.4062,0.25,0.0,2.5731,-15.189,2.9104e-11,0.0,6.9603e-16,-7.2812,2.2632,0.0,0.33062,-34.25,-2.4749,-0.00097142,1.0,0.0,256.0,0.76171,1.0,1.0,513.47,-0.79736,1.0,0.0,806.0,0.99982,3e-06,,471.0,2.1419,131450.0,0.0,0.45052,98304.0,0.0,0.0,-0.15057
191,0.0019254,0.0,0.0,0.0,0.48209,0.0,0.0,-4.9639,256.0,256.0,0.0,-0.12305,-1.2584,136580.0,0.00080067,0.0,-20.677,98304.0,1.329,-4.6497,0.0,0.0625,-0.69532,0.0,3.5,1.0,0.000684,98304.0,2.0,0.0,0.59372,1.0,25.0,110.34,-8.9058e-08,24512.0,0.59213,151.0,0.0006902,98304.0,0.114,76.0,0.88309,1.0,3.7763,5.0,0.0,1.0,0.08276,494.34,98304.0,1.0,0.00034617,535.0,-0.12385,2.0,9.257e-05,460.0,0.0,2.0,4.7291e-05,-1.2584,-4.9639,2.0,0.0037772,0.0,0.0,189.0,-1.1593e-09,-20.677,0.0,190.0,2.6414,-6.9818e-05,0.0,27.082,-3.5031,4.6922,0.0,45.5,0.0,-3.7685,0.14541,6.4062,0.25,0.0,2.4139,-15.125,8.9737e-11,0.0,1.1539e-14,-7.3438,1.8661,0.0,0.46218,-35.25,-2.4749,-0.00080067,1.0,0.0,256.0,0.69532,1.0,1.0,494.34,-1.329,1.0,0.0,535.0,0.99988,3e-06,,460.0,2.0043,126550.0,0.0,0.26475,98304.0,0.0,0.0,-0.12385
192,0.0013253,0.0,0.0,0.0,0.52195,0.0,0.0,-4.673,256.0,256.0,0.0,-0.18416,-1.9594,171140.0,0.0010202,0.0,-10.402,98021.0,1.3464,-4.6897,-2.3842e-08,0.0625,-0.7611,0.0,4.375,1.0,0.00095944,98021.0,2.0,0.0,0.60659,1.0,24.0,138.47,-8.8243e-08,16294.0,0.63232,324.0,0.00097069,98021.0,0.13063,81.0,0.90642,1.0,3.8907,5.0,0.0,1.0,0.083431,521.36,98021.0,1.0,0.00039465,708.0,-0.18518,2.0,0.00010856,197.0,0.0,2.0,5.1177e-05,-1.9594,-4.673,2.0,0.0036803,-2.3842e-08,0.0,190.0,-2.1015e-09,-10.402,0.0,191.0,2.5625,-0.00025696,0.0,26.54,-2.8234,4.4693,0.0,44.0,0.0,-3.746,0.21558,6.4375,0.25,0.0,2.5638,-15.701,2.4323e-11,0.0,2.4398e-15,-7.3438,2.2422,0.0,0.32827,-32.25,-2.4749,-0.0010202,1.0,0.0,256.0,0.7611,1.0,1.0,521.36,-1.3464,1.0,0.0,708.0,0.99994,3e-06,,197.0,2.1406,133470.0,0.0,0.26017,98021.0,0.0,0.0,-0.18518
193,0.001693,-0.0,0.0,0.0,0.5216,0.0,0.0,-4.6944,256.0,256.0,0.0,-0.17045,-1.967,165120.0,0.001025,0.0,-8.3622,98304.0,0.79333,-4.4964,-2.9802e-08,0.0625,-0.64254,0.0,6.4375,1.0,0.00089195,98304.0,2.0,0.0,0.25877,1.0,41.0,127.88,-8.9407e-08,16341.0,0.63131,294.0,0.00089867,98304.0,0.12463,75.0,0.31469,1.0,3.9458,5.0,0.0,1.0,0.084308,511.88,98304.0,1.0,0.00041148,678.0,-0.17148,2.0,0.00011419,459.0,0.0,2.0,4.5819e-05,-1.967,-4.6944,2.0,0.0037923,-2.9802e-08,0.0,191.0,2.7164e-09,-8.3622,0.0,192.0,2.681,-9.3844e-05,0.0,26.801,-2.8986,4.3054,0.0,45.25,0.0,-3.4715,0.19999,6.4375,0.25,0.0,2.6036,-15.67,-8.2461e-11,0.0,3.0513e-15,-7.3438,2.289,0.0,0.3322,-32.5,-2.4749,-0.001025,1.0,0.0,256.0,0.64254,1.0,1.0,511.88,-0.79333,1.0,0.0,678.0,0.99987,3e-06,,459.0,1.9013,131040.0,0.0,0.45234,98304.0,0.0,0.0,-0.17148
194,0.0010295,-0.0,0.0,0.0,0.50232,0.0,0.0,-4.5226,256.0,256.0,0.0,-0.16127,-2.1706,195070.0,0.0012257,0.0,-17.413,98304.0,1.6948,-4.4309,-2.3842e-08,0.0625,-0.69262,0.0,3.6875,1.0,0.00086284,98304.0,2.0,0.0,0.87846,1.0,8.0,129.44,-8.801e-08,16341.0,0.64154,467.0,0.00087355,98304.0,0.13545,80.0,1.4362,1.0,2.9845,5.0,0.0,1.0,0.78809,513.44,98304.0,1.0,0.00038293,851.0,-0.1625,2.0,0.00010931,464.0,0.0,2.0,4.7171e-05,-2.1706,-4.5226,2.0,0.0037943,-2.3842e-08,0.0,192.0,2.8376e-10,-17.413,0.0,193.0,3.0586,-8.1426e-05,0.0,26.699,-3.0877,5.6749,0.0,44.25,0.0,-3.5902,0.1932,6.4062,0.25,0.0,2.5067,-15.479,9.7013e-12,0.0,1.1575e-14,-7.3438,2.4516,0.0,0.31873,-37.25,-2.4749,-0.0012257,1.0,0.0,256.0,0.69262,1.0,1.0,513.44,-1.6948,1.0,0.0,851.0,0.99964,3e-06,,464.0,1.999,131440.0,0.0,0.18363,98304.0,0.0,0.0,-0.1625
195,0.0017383,-0.0,0.0,0.0,0.48199,0.0,0.0,-4.5255,256.0,256.0,0.0,-0.14458,-1.4106,154240.0,0.0010619,0.0,-11.354,98304.0,0.81509,-4.5974,-2.9802e-08,0.0625,-0.74522,0.0,3.625,1.0,0.00078265,98304.0,2.0,0.0,0.36168,1.0,16.0,114.53,-8.9771e-08,24512.0,0.60072,232.0,0.00078657,98304.0,0.11941,74.0,0.33219,1.0,3.805,5.0,0.0,1.0,0.083093,498.53,98304.0,1.0,0.00033028,616.0,-0.14564,2.0,9.4081e-05,458.0,0.0,2.0,4.5379e-05,-1.4106,-4.5255,2.0,0.003399,-2.9802e-08,0.0,193.0,3.1966e-09,-11.354,0.0,194.0,2.2031,0.00011182,0.0,26.86,-3.2894,4.8152,0.0,43.5,0.0,-3.1602,0.17078,6.4062,0.25,0.0,2.7151,-15.204,3.2742e-11,0.0,6.5834e-15,-6.9062,1.6575,0.0,0.47592,-32.0,-2.4749,-0.0010619,1.0,0.0,256.0,0.74522,1.0,1.0,498.53,-0.81509,1.0,0.0,616.0,0.99972,3e-06,,458.0,2.1069,127620.0,0.0,0.4426,98304.0,0.0,0.0,-0.14564
196,0.0011749,0.0,0.0,0.0,0.52779,0.0,0.0,-4.7433,256.0,256.0,0.0,-0.14055,-1.1528,180990.0,0.0010807,0.0,-7.9748,98032.0,0.89199,-4.6516,0.0,0.0625,-0.72046,0.0,3.4062,1.0,0.00074837,98032.0,2.0,0.0,0.33492,1.0,10.0,133.72,-8.9873e-08,16296.0,0.65154,327.0,0.00075253,98032.0,0.72287,77.0,0.39783,1.0,3.9104,5.0,0.0,1.0,0.081442,516.66,98032.0,1.0,0.00035497,711.0,-0.14163,2.0,0.0001032,213.0,0.0,2.0,4.4137e-05,-1.1528,-4.7433,2.0,0.0039243,0.0,0.0,194.0,-4.2318e-09,-7.9748,0.0,195.0,2.9473,-9.3153e-05,0.0,26.71,-3.2769,5.3796,0.0,44.75,0.0,-3.9339,0.16752,6.4062,0.25,0.0,2.4788,-15.099,2.9185e-11,0.0,2.0772e-16,-7.3125,2.2262,0.0,0.34722,-35.0,-2.4749,-0.0010807,1.0,0.0,256.0,0.72046,1.0,1.0,516.66,-0.89199,1.0,0.0,711.0,0.99967,3e-06,,213.0,2.0554,132260.0,0.0,0.40984,98032.0,0.0,0.0,-0.14163
197,0.0013501,0.0,0.0,0.0,0.4953,0.0,0.0,-4.9374,256.0,256.0,0.0,-0.15171,-1.6342,168190.0,0.00095477,0.0,-8.75,98304.0,1.0289,-4.6665,0.0,0.0625,-0.76679,0.0,5.5938,1.0,0.00081659,98304.0,2.0,0.0,0.38627,1.0,53.0,124.19,-8.9407e-08,24512.0,0.63932,278.0,0.00082169,98304.0,0.12407,75.0,0.52927,1.0,3.9048,5.0,0.0,1.0,0.084946,508.19,98304.0,1.0,0.00039697,662.0,-0.15266,2.0,0.0001095,459.0,0.0,2.0,4.5779e-05,-1.6342,-4.9374,2.0,0.004333,0.0,0.0,195.0,-2.9346e-10,-8.75,0.0,196.0,3.0322,0.00010689,0.0,26.668,-3.091,4.5629,0.0,44.25,0.0,-5.0691,0.18029,6.4062,0.25,0.0,2.651,-15.357,-1.9403e-11,0.0,1.4026e-14,-6.9375,2.4278,0.0,0.49324,-35.5,-2.4749,-0.00095477,1.0,0.0,256.0,0.76679,1.0,1.0,508.19,-1.0289,1.0,0.0,662.0,0.99986,3e-06,,459.0,2.1528,130100.0,0.0,0.35742,98304.0,0.0,0.0,-0.15266
198,0.0016434,-0.0,0.0,0.0,0.52569,0.0,0.0,-4.4885,256.0,256.0,0.0,-0.15001,-1.8656,234750.0,0.0013399,0.0,-12.092,98304.0,0.96956,-4.2974,0.0,0.0625,-0.61847,0.0,20.062,1.0,0.00079432,98304.0,2.0,0.0,0.34881,1.0,328.0,150.34,-8.8665e-08,16341.0,0.63836,680.0,0.00080211,98304.0,0.15032,73.0,0.47003,1.0,3.886,5.0,0.0,1.0,0.083854,534.34,98304.0,1.0,0.0004311,1064.0,-0.15135,2.0,0.00011229,457.0,0.0,2.0,4.7812e-05,-1.8656,-4.4885,2.0,0.0042806,0.0,0.0,196.0,-4.3025e-09,-12.092,0.0,197.0,2.49,-7.5682e-05,0.0,26.511,-3.1734,4.4483,0.0,43.25,0.0,-3.4211,0.17662,6.375,0.25,0.0,2.7868,-15.106,1.1642e-10,0.0,5.8014e-15,-6.9375,1.9419,0.0,0.30146,-35.75,-2.4749,-0.0013399,1.0,0.0,256.0,0.61847,1.0,1.0,534.34,-0.96956,1.0,0.0,1064.0,0.99945,3e-06,,457.0,1.8561,136790.0,0.0,0.37925,98304.0,0.0,0.0,-0.15135
199,0.0019907,0.0,0.0,0.0,0.48564,0.0,0.0,-4.6938,256.0,256.0,0.0,-0.13164,-1.8191,140420.0,0.00082895,0.0,-16.09,98304.0,1.1631,-4.7295,0.0,0.09375,-0.7627,0.0,4.0625,1.0,0.0006951,98304.0,2.0,0.0,0.47562,1.0,23.0,110.34,-8.8243e-08,24512.0,0.59848,186.0,0.00069884,98304.0,0.11135,77.0,0.6764,1.0,3.7815,5.0,0.0,1.0,0.082811,494.34,98304.0,1.0,0.00058649,570.0,-0.13247,2.0,0.00015884,461.0,0.0,2.0,5.3291e-05,-1.8191,-4.6938,2.0,0.0045978,0.0,0.0,197.0,-1.9645e-10,-16.09,0.0,198.0,2.2794,-0.00014911,0.0,26.796,-3.328,4.5596,0.0,44.25,0.0,-4.0488,0.15558,6.4062,0.25,0.0,2.4402,-15.152,5.2144e-11,0.0,3.5554e-15,-7.25,1.6951,0.0,0.45869,-32.0,-2.4749,-0.00082895,1.0,0.0,256.0,0.7627,1.0,1.0,494.34,-1.1631,1.0,0.0,570.0,0.99987,3e-06,,461.0,2.1441,126550.0,0.0,0.31252,98304.0,0.0,0.0,-0.13247
200,0.0015746,-0.0,0.0,0.0,0.48549,0.0,0.0,-5.1616,256.0,256.0,0.0,-0.12391,-1.1477,167170.0,0.00082927,0.0,-8.8436,98247.0,1.0946,-4.8449,-2.9802e-08,0.0625,-0.98279,0.0,4.1562,1.0,0.00068702,98247.0,2.0,0.0,0.68911,1.0,17.0,120.72,-8.8941e-08,24498.0,0.6423,330.0,0.00068522,98247.0,0.1343,82.0,0.59913,1.0,3.8745,5.0,0.0,1.0,0.089567,504.5,98247.0,1.0,3.5187,714.0,-0.12474,2.0,0.00012296,426.0,0.0,2.0,1.4717,-1.1477,-5.1616,2.0,0.0044625,-2.9802e-08,0.0,198.0,2.3297e-10,-8.8436,0.0,199.0,3.0974,-7.8692e-05,0.0,26.811,-3.7024,5.3668,0.0,45.0,0.0,-4.5566,0.14795,6.4062,0.25,0.0,2.7669,-15.083,1.3347e-11,0.0,1.2715e-16,-7.3438,2.0695,0.0,0.49629,-34.5,-2.4749,-0.00082927,1.0,0.0,256.0,0.98279,1.0,1.0,504.5,-1.0946,1.0,0.0,714.0,0.99986,3e-06,0.0,426.0,2.6719,129150.0,0.0,0.33466,98247.0,0.0,0.0,-0.12474
201,0.0022317,0.0,0.0,0.0,0.49068,0.0,0.0,-4.4793,256.0,256.0,0.0,-0.11925,-1.2269,143870.0,0.0011819,0.0,-10.208,98304.0,0.85087,-4.5105,-5.9605e-08,0.0625,-1.0241,0.0,21.219,1.0,0.00080794,98304.0,2.0,0.0,0.76054,1.0,563.0,109.12,-8.9902e-08,24512.0,0.63851,179.0,0.00080659,98304.0,0.12552,78.0,0.52442,1.0,3.7863,5.0,0.0,1.0,0.084584,493.12,98304.0,1.0,0.00032957,563.0,-0.12043,2.0,0.00011812,462.0,0.0,2.0,5.0767e-05,-1.2269,-4.4793,2.0,0.0033446,-5.9605e-08,0.0,199.0,-9.2647e-10,-10.208,0.0,200.0,2.4901,5.1327e-05,0.0,27.084,-3.2822,7.4781,0.0,44.25,0.0,-3.9475,0.1441,6.4062,0.25,0.0,2.6164,-15.247,-1.3097e-10,0.0,5.5545e-15,-7.3438,1.8776,0.0,0.48108,-35.5,-2.4749,-0.0011819,1.0,0.0,256.0,1.0241,1.0,1.0,493.12,-0.85087,1.0,0.0,563.0,0.99963,3e-06,,462.0,2.7847,126240.0,0.0,0.42704,98304.0,0.0,0.0,-0.12043
202,0.0012599,-0.0,0.0,0.0,0.49155,0.0,0.0,-4.9815,256.0,256.0,0.0,-0.17468,-1.4062,143100.0,0.0015865,0.0,-8.6458,98304.0,1.0955,-4.8209,0.0,0.0625,-1.2852,0.0,3.9375,1.0,0.0013142,98304.0,2.0,0.0,1.3302,1.0,10.0,120.28,-8.9407e-08,24512.0,0.64779,187.0,0.001307,98304.0,0.115,87.0,0.82585,1.0,3.873,5.0,0.0,1.0,0.083061,504.28,98304.0,1.0,0.00040844,571.0,-0.17626,2.0,0.00014263,471.0,0.0,2.0,4.4698e-05,-1.4062,-4.9815,2.0,0.0033607,0.0,0.0,200.0,2.2604e-09,-8.6458,0.0,201.0,3.0359,0.00039567,0.0,26.423,-3.2559,5.6192,0.0,45.25,0.0,-6.6808,0.20732,6.375,0.25,0.0,2.4757,-15.188,-6.1846e-11,0.0,3.9718e-15,-7.3438,2.3077,0.0,0.52162,-31.25,-2.4749,-0.0015865,1.0,0.0,256.0,1.2852,1.0,1.0,504.28,-1.0955,1.0,0.0,571.0,0.99973,3e-06,,471.0,3.6153,129100.0,0.0,0.33436,98304.0,0.0,0.0,-0.17626
203,0.001659,0.0,0.0,0.0,0.48375,0.0,0.0,-4.8844,256.0,256.0,0.0,-0.12119,-1.0053,162560.0,0.0014185,0.0,-8.633,98304.0,1.6032,-4.6508,0.0,0.0625,-1.1493,0.0,3.625,1.0,0.00098083,98304.0,2.0,0.0,1.0067,1.0,13.0,114.09,-8.721e-08,24512.0,0.61156,332.0,0.00097967,98304.0,0.12231,71.0,1.2851,1.0,3.8304,5.0,0.0,1.0,0.082287,498.09,98304.0,1.0,0.00036011,716.0,-0.12261,2.0,0.00011125,455.0,0.0,2.0,4.5418e-05,-1.0053,-4.8844,2.0,0.0033421,0.0,0.0,201.0,-5.9905e-10,-8.633,0.0,202.0,2.9889,-1.7707e-05,0.0,26.804,-3.894,4.5316,0.0,43.75,0.0,-4.1309,0.14558,6.4062,0.25,0.0,2.6084,-14.99,0.0,0.0,9.7001e-15,-7.3438,1.8996,0.0,0.48856,-34.75,-2.4749,-0.0014185,1.0,0.0,256.0,1.1493,1.0,1.0,498.09,-1.6032,1.0,0.0,716.0,0.99956,3e-06,,455.0,3.156,127510.0,0.0,0.20126,98304.0,0.0,0.0,-0.12261
204,0.0011221,-0.0,0.0,0.0,0.48709,0.0,0.0,-4.7182,256.0,256.0,0.0,-0.15269,-1.79,139900.0,0.001849,0.0,-10.133,98304.0,0.94488,-4.7119,-4.7684e-08,0.09375,-1.1006,0.0,16.375,1.0,0.0011615,98304.0,2.0,0.0,0.90528,1.0,225.0,116.19,-8.7093e-08,24512.0,0.64038,165.0,0.0011535,98304.0,0.11849,76.0,0.60561,1.0,3.8275,5.0,0.0,1.0,0.08745,500.19,98304.0,1.0,0.00038862,549.0,-0.15454,2.0,0.00012508,460.0,0.0,2.0,5.0406e-05,-1.79,-4.7182,2.0,0.0034927,-4.7684e-08,0.0,202.0,8.3431e-10,-10.133,0.0,203.0,2.1529,-7.7712e-05,0.0,26.569,-3.2316,6.7176,0.0,44.0,0.0,-3.6413,0.18184,6.4062,0.25,0.0,2.7103,-15.141,-1.625e-10,0.0,2.0878e-15,-7.3438,1.6488,0.0,0.48846,-33.5,-2.4749,-0.001849,1.0,0.0,256.0,1.1006,1.0,1.0,500.19,-0.94488,1.0,0.0,549.0,0.99931,3e-06,,460.0,3.0058,128050.0,0.0,0.38873,98304.0,0.0,0.0,-0.15454
205,0.0011859,0.0,0.0,0.0,0.50187,0.0,0.0,-4.6679,256.0,256.0,0.0,-0.1633,-1.7452,181630.0,0.0015747,0.0,-9.5833,98304.0,2.0245,-4.5698,-2.9802e-08,0.0625,-0.96458,0.0,3.3125,1.0,0.0010202,98304.0,2.0,0.0,1.1566,1.0,9.0,129.0,-8.7399e-08,16341.0,0.63874,406.0,0.0010196,98304.0,0.12952,76.0,2.0493,1.0,2.9858,5.0,0.0,1.0,0.081608,513.0,98304.0,1.0,0.00030096,790.0,-0.16488,2.0,8.2985e-05,460.0,0.0,2.0,4.4677e-05,-1.7452,-4.6679,2.0,0.0033637,-2.9802e-08,0.0,203.0,-1.7171e-09,-9.5833,0.0,204.0,2.8655,0.00028956,0.0,26.313,-3.1412,5.5085,0.0,43.0,0.0,-3.9949,0.19548,6.3438,0.25,0.0,2.5744,-15.039,2.4253e-11,0.0,1.5583e-14,-6.5938,2.2577,0.0,0.32951,-32.75,-2.4749,-0.0015747,1.0,0.0,256.0,0.96458,1.0,1.0,513.0,-2.0245,1.0,0.0,790.0,0.99945,3e-06,,460.0,2.6237,131330.0,0.0,0.13206,98304.0,0.0,0.0,-0.16488
206,0.0011707,-0.0,0.0,0.0,0.49777,0.0,0.0,-5.0455,256.0,256.0,0.0,-0.17466,-1.8237,186370.0,0.0015539,0.0,-9.143,98304.0,0.937,-4.652,0.0,0.0625,-0.80828,0.0,3.5312,1.0,0.00098536,98304.0,2.0,0.0,0.43576,1.0,8.0,125.41,-8.8592e-08,16341.0,0.64321,433.0,0.00098659,98304.0,0.13286,77.0,0.43898,1.0,2.9779,5.0,0.0,1.0,0.086481,509.41,98304.0,1.0,0.0003016,817.0,-0.17621,2.0,9.3361e-05,461.0,0.0,2.0,4.627e-05,-1.8237,-5.0455,2.0,0.0035704,0.0,0.0,204.0,3.6137e-09,-9.143,0.0,205.0,2.7938,0.00013028,0.0,26.236,-2.9738,5.0707,0.0,43.75,0.0,-3.6239,0.20732,6.4062,0.25,0.0,2.667,-15.264,-2.4253e-12,0.0,6.1836e-15,-7.3125,2.325,0.0,0.35185,-34.0,-2.4749,-0.0015539,1.0,0.0,256.0,0.80828,1.0,1.0,509.41,-0.937,1.0,0.0,817.0,0.99943,3e-06,,461.0,2.244,130410.0,0.0,0.3918,98304.0,-0.0,0.0,-0.17621
207,0.0014735,0.0,0.0,0.0,0.49444,0.0,0.0,-4.7076,256.0,256.0,0.0,-0.17833,-1.5202,162300.0,0.0012735,0.0,-12.325,98304.0,0.77702,-4.6347,0.0,0.0625,-0.94658,0.0,3.75,1.0,0.00097161,98304.0,2.0,0.0,0.63031,1.0,13.0,124.09,-8.9407e-08,24512.0,0.63689,299.0,0.00096948,98304.0,0.12351,75.0,0.44801,1.0,3.8937,5.0,0.0,1.0,0.136,508.09,98304.0,1.0,0.0003313,683.0,-0.1796,2.0,9.911e-05,459.0,0.0,2.0,4.8183e-05,-1.5202,-4.7076,2.0,0.0032357,0.0,0.0,205.0,1.528e-09,-12.325,0.0,206.0,2.4668,-2.2827e-05,0.0,26.284,-3.2749,8.439,0.0,43.5,0.0,-3.4864,0.21114,6.4062,0.25,0.0,2.5516,-15.097,8.8524e-11,0.0,3.1483e-16,-7.3438,1.8642,0.0,0.52156,-34.25,-2.4749,-0.0012735,1.0,0.0,256.0,0.94658,1.0,1.0,508.09,-0.77702,1.0,0.0,683.0,0.9997,3e-06,,459.0,2.5769,130070.0,0.0,0.45977,98304.0,0.0,0.0,-0.1796
208,0.0011364,0.0,0.0,0.0,0.53281,0.0,0.0,-4.5742,256.0,256.0,0.0,-0.17098,-1.5987,183170.0,0.0013068,0.0,-9.1823,98304.0,0.80417,-4.5234,-3.9736e-08,0.0625,-0.96022,0.0,5.4062,1.0,0.00090709,98304.0,2.0,0.0,0.65205,1.0,25.0,138.91,-8.8025e-08,16341.0,0.6443,440.0,0.00090622,98304.0,0.13419,71.0,0.46101,1.0,3.9113,5.0,0.0,1.0,0.27013,522.91,98304.0,1.0,0.00031388,824.0,-0.17228,2.0,0.00010124,455.0,0.0,2.0,4.2143e-05,-1.5987,-4.5742,2.0,0.0037013,-3.9736e-08,0.0,206.0,-1.6589e-09,-9.1823,0.0,207.0,2.5786,2.8494e-05,0.0,26.322,-3.117,6.2798,0.0,43.5,0.0,-3.3856,0.20305,6.375,0.25,0.0,2.5368,-15.27,4.3656e-11,0.0,1.8188e-15,-7.3438,2.0474,0.0,0.33635,-36.0,-2.4749,-0.0013068,1.0,0.0,256.0,0.96022,1.0,1.0,522.91,-0.80417,1.0,0.0,824.0,0.9996,3e-06,,455.0,2.6123,133860.0,0.0,0.44746,98304.0,0.0,0.0,-0.17228
