step,timeperf/rollout,ppo_actor/n_tokens,ppo_actor/update/clip_ratio/min,ppo_actor/update/new_logp/avg,timeperf/recompute_logp,ppo_actor/n_valid_tokens,ppo_actor/update/clipped_tokens,ppo_actor/update/new_logp/max,timeperf/compute_advantage,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/new_logp/min,timeperf/train_step,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/old_logp/avg,timeperf/update_weights,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/old_logp/max,timeperf/save,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/old_logp/min,timeperf/checkpoint_for_recover,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/rs_filtered_fraction,timeperf/eval,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/unclipped_behave_tokens,timeperf/clear_batches,ppo_actor/rs_upper,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/update_successful,ppo_actor/advantages/avg,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/n_valid_generated_tokens,ppo_actor/advantages/max,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/n_valid_tokens,ppo_actor/advantages/min,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_proximal_avg,ppo_actor/correct_n_seqs,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_proximal_max,ppo_actor/correct_seq_len/avg,ppo_actor/task_reward/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_proximal_min,ppo_actor/correct_seq_len/max,ppo_actor/task_reward/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/sample_staleness_theta_avg,ppo_actor/correct_seq_len/min,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,ppo_actor/eps_clip,ppo_actor/update/actor_loss/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/version_stats/sample_staleness_theta_min,ppo_actor/final_reward/avg,ppo_actor/update/actor_loss/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/version_stats/v_proximal,ppo_actor/final_reward/max,ppo_actor/update/approx_kl/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/version_stats/v_theta,ppo_actor/final_reward/min,ppo_actor/update/approx_kl/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/avg,ppo_actor/incorrect_n_seqs,ppo_actor/update/approx_kl/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_max_logits/max,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_max_logits/min,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/update/vocab_min_logits/avg,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/importance_weight/avg,ppo_actor/update/vocab_min_logits/max,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/importance_weight/max,ppo_actor/update/vocab_min_logits/min,ppo_actor/kl_rewards/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/importance_weight/min,ppo_actor/use_dual_clip,ppo_actor/kl_rewards/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/lr,rollout/accepted,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clip_ratio/avg,ppo_actor/update/n_tokens,rollout/reward,ppo_actor/n_seqs,ppo_actor/update/clip_ratio/max,ppo_actor/update/n_valid_tokens,eval-rollout/reward
189,0.00090941,164740.0,0.0,-0.23536,0.35194,49130.0,0.0,0.0,0.09569,0.0078125,0.0060874,-15.834,2.8711,1.0,15.834,-0.22943,0.083783,0.0,-1.3148,0.0,0.00029056,155.78,0.0052816,-5.6613,9.8498e-05,300.0,14.834,0.00011533,3.7176e-05,115.0,-8.7137e-08,49126.0,0.003182,5.0,0.011983,1.0,-1.3666e-08,347.7,125.36,12218.0,3.2448,708.0,0.0,49126.0,-3.2134,185.0,49126.0,1.0,255.0,0.63086,-0.23537,1.0,346.28,1.1,0.0,1.0,660.0,0.0,-15.834,2.0,185.0,-0.00026806,0.0,2.0,0.4,11.188,0.0,2.0,-9.7056e-12,-7.7134,0.0,187.0,2.4749,0.0,0.0,188.0,-2.4749,0.0,0.26883,23.758,1.0,0.0,3.26,45.25,708.0,-0.0060874,2.2527e-16,7.1562,708.0,1.3148,0.8019,-14.058,708.0,-15.834,0.99992,-6.7812,0.0,0.99919,1.0,-37.0,0.0,3.724,0.0,0.0,0.0,1.328e-07,5e-06,1.0,0.0,0.0,89010.0,0.52578,256.0,0.0,49130.0,
190,0.0017829,162300.0,0.0,-0.20774,0.3371,45819.0,0.0,0.0,0.090753,0.0078125,0.0082168,-7.5088,2.8251,1.0,7.5059,-0.19956,0.084844,0.0,-1.6077,0.0,0.0003067,153.47,0.0066062,-5.6776,9.3931e-05,297.0,6.5064,1.4085e-05,4.1703e-05,105.0,-8.6453e-08,45818.0,0.0028833,5.0,0.0095547,1.0,-1.6651e-09,332.45,28.169,11390.0,3.2374,644.0,0.0,45818.0,-3.2119,197.0,45818.0,1.0,255.0,0.67383,-0.20775,1.0,331.23,1.1,0.0,1.0,624.0,0.0,-7.5088,2.0,197.0,-0.00011657,0.0,2.0,0.4,5.2566,0.0,2.0,7.8052e-12,-5.8429,0.0,188.0,2.4749,0.0,0.0,189.0,-2.4749,0.0,0.23538,23.823,1.0,0.0,3.1684,44.0,644.0,-0.0082168,2.3531e-16,7.1562,644.0,1.6077,0.79232,-14.269,644.0,-7.5059,0.99998,-7.25,0.0,0.99839,1.0,-37.5,0.0,4.9912,0.0,0.0,-0.0,0.00054984,5e-06,1.0,0.0,0.0,85107.0,0.57656,256.0,0.0,45819.0,
191,0.0007262,162180.0,0.0,-0.24928,0.34245,51569.0,0.0,0.0,0.091934,0.0078125,0.0047477,-5.4261,3.4819,1.0,3.6641,-0.2446,0.085038,0.0,-1.3007,0.0,0.00037923,153.44,0.0047811,-5.3631,0.00010104,264.0,2.6898,7.8765e-05,4.2574e-05,101.0,-8.7515e-08,51567.0,0.003257,5.0,0.005349,1.0,-8.2849e-09,354.88,6.713,12828.0,3.7747,644.0,0.0,51567.0,-3.7412,175.0,51567.0,1.0,256.0,0.52578,-0.24927,1.0,354.88,1.1,0.0,1.0,644.0,0.1,-5.4261,2.0,175.0,0.00033027,0.0,2.0,0.4,6.7695,0.0,2.0,0.0,-10.558,0.0,189.0,2.4749,0.0,0.0,190.0,-2.4749,0.0,0.28969,23.651,0.0,0.0,3.3851,45.25,,-0.0047477,1.8033e-16,7.125,,1.3007,0.92652,-14.132,,-3.6641,0.99996,-7.2812,0.0,1.0,1.0,-38.5,0.0,3.6718,0.0,0.0,-0.0,0.025626,5e-06,1.0,0.0,0.0,90849.0,0.59219,256.0,0.0,51569.0,
192,0.00088435,345600.0,0.0,-0.25629,0.353,48417.0,0.0,0.0,0.15094,0.0078125,0.0059076,-9.3751,2.9272,1.0,9.3751,-0.25043,0.085216,0.0,-1.2885,0.0,0.00028655,194.25,0.0049187,-5.2479,0.00010235,1118.0,8.3752,3.2552e-05,4.1072e-05,102.0,-8.9771e-08,48416.0,0.002551,5.0,0.0063524,1.0,6.3031e-10,383.38,43.946,12040.0,3.815,1482.0,0.0,48416.0,-3.7371,204.0,48416.0,1.0,256.0,0.57656,-0.25628,1.0,383.38,1.1,0.0,1.0,1482.0,0.1,-9.3751,2.0,204.0,0.00051724,0.0,2.0,0.4,10.058,0.0,2.0,8.6175e-12,-5.6242,0.0,190.0,2.4749,0.0,0.0,191.0,-2.4749,0.0,0.29313,23.689,0.0,0.0,3.2408,42.75,,-0.0059076,9.9359e-17,7.1562,,1.2885,0.87689,-14.023,,-9.3751,0.99998,-6.5625,0.0,0.99901,1.0,-37.25,0.0,3.6274,0.0,0.0,-0.0,8.4811e-05,5e-06,1.0,0.0,0.0,98145.0,0.71719,256.0,0.0,48417.0,
193,0.00092113,164990.0,0.0,-0.23627,0.34003,50280.0,0.0,0.0,0.091654,0.0078125,0.016022,-12.501,2.8392,1.0,12.499,-0.22046,0.083894,0.0,-1.5444,0.0,0.00029295,159.44,0.013986,-5.4979,0.00010518,291.0,11.499,0.00010376,4.3967e-05,108.0,-8.8548e-08,50274.0,0.0029914,5.0,0.036885,1.0,3.6417e-09,355.84,78.119,12504.0,4.0674,650.0,0.0,50274.0,-4.1078,173.0,50274.0,1.0,256.0,0.59219,-0.23629,1.0,355.84,1.1,0.0,1.0,650.0,0.1,-12.501,2.0,173.0,-0.00028177,0.0,2.0,0.4,10.55,0.0,2.0,-4.7418e-12,-8.9308,0.0,191.0,2.4749,0.0,0.0,192.0,-2.4749,0.0,0.25591,23.991,0.0,0.0,3.3755,43.5,,-0.016022,1.7138e-16,7.1562,,1.5444,0.81406,-14.326,,-12.499,0.99988,-7.0625,0.0,0.99796,1.0,-38.25,0.0,4.6852,0.0,0.0,-0.0,3.7286e-06,5e-06,1.0,0.0,0.0,91096.0,0.65469,256.0,0.0,50280.0,
194,0.00075369,161660.0,0.0,-0.2583,0.33321,46715.0,0.0,0.0,0.089286,0.0078125,0.021613,-17.5,2.8277,1.0,16.755,-0.23694,0.087916,0.0,-1.5754,0.0,0.00030115,151.34,0.019425,-5.4546,0.00010445,219.0,15.755,0.00019217,4.3736e-05,109.0,-8.8141e-08,46709.0,0.0031451,5.0,0.079421,1.0,1.7638e-08,333.82,140.36,11613.0,3.7671,665.0,0.0,46709.0,-3.7147,206.0,46709.0,1.0,256.0,0.71719,-0.25833,1.0,333.82,1.1,0.0,1.0,665.0,0.1,-17.5,2.0,206.0,-8.1563e-05,0.0,2.0,0.4,8.1138,0.0,2.0,1.5311e-11,-8.6469,0.0,192.0,2.4749,0.0,0.0,193.0,-2.4749,0.0,0.27138,23.743,0.0,0.0,3.2942,43.75,,-0.021613,4.055e-16,7.1562,,1.5754,0.8832,-14.296,,-16.755,0.99987,-6.4375,0.0,0.99781,1.0,-38.0,0.0,4.8326,0.0,0.0,0.0,5.2909e-08,5e-06,1.0,0.0,0.0,85459.0,0.51406,256.0,0.0,46715.0,
195,0.00074033,162560.0,0.0,-0.23146,0.33647,49439.0,0.0,0.0,0.090931,0.0078125,0.0077718,-11.469,2.8092,1.0,9.4773,-0.22368,0.087588,0.0,-1.1958,0.0,0.00031414,148.03,0.0063608,-5.2176,9.8348e-05,272.0,8.4774,0.0,4.0501e-05,106.0,-8.3877e-08,49439.0,0.0027859,5.0,0.012504,1.0,5.5555e-09,341.15,44.91,12296.0,3.8653,640.0,0.0,49439.0,-3.8326,179.0,49439.0,1.0,256.0,0.65469,-0.23146,1.0,341.15,1.1,0.0,1.0,640.0,0.1,-11.469,2.0,179.0,0.00015855,0.0,2.0,0.4,6.2317,0.0,2.0,-1.5673e-11,-7.3182,0.0,193.0,2.4749,0.0,0.0,194.0,-2.4749,0.0,0.26039,23.992,0.0,0.0,3.0498,44.0,,-0.0077718,9.8226e-17,7.125,,1.1958,0.81011,-14.39,,-9.4773,1.0,-6.75,0.0,0.99859,1.0,-37.75,0.0,3.3062,1.0,0.0,0.0,7.6569e-05,5e-06,1.0,0.0,0.0,87335.0,0.63516,256.0,0.0,49439.0,
196,0.00085063,161280.0,0.0,-0.23967,0.35045,57372.0,0.0,0.0,0.090057,0.0078125,0.0083624,-7.7088,2.9811,1.0,5.7858,-0.23137,0.082618,0.0,-1.596,0.0,0.00029092,166.72,0.0065592,-5.6652,9.1417e-05,267.0,4.7889,5.3028e-05,4.4497e-05,110.0,-8.9029e-08,57370.0,0.003379,5.0,0.0083932,1.0,-9.0427e-09,390.83,16.738,14278.0,3.6688,632.0,0.0,57370.0,-3.6598,212.0,57370.0,1.0,256.0,0.51406,-0.23966,1.0,390.83,1.1,0.0,1.0,632.0,0.1,-7.7088,2.0,212.0,2.1809e-05,0.0,2.0,0.4,6.0672,0.0,2.0,4.1557e-12,-8.4773,0.0,194.0,2.4749,0.0,0.0,195.0,-2.4749,0.0,0.27706,23.819,0.0,0.0,3.4107,43.75,,-0.0083624,1.2721e-16,7.125,,1.596,0.80811,-14.395,,-5.7858,0.99997,-6.4688,0.0,0.9982,1.0,-39.25,0.0,4.9333,0.0,0.0,-0.0,0.0030707,5e-06,1.0,0.0,0.0,100050.0,0.79531,256.0,0.0,57372.0,
197,0.00099232,166270.0,0.0,-0.26865,0.3491,49952.0,0.0,0.0,0.091866,0.0078125,0.0095457,-8.9643,2.8402,1.0,8.6617,-0.25918,0.13981,0.0,-1.4866,0.0,0.00032123,155.88,0.0075585,-5.5192,9.9069e-05,267.0,7.6619,8.1219e-05,4.1402e-05,104.0,-8.8112e-08,49950.0,0.0031815,5.0,0.009858,1.0,-1.2219e-08,351.0,37.512,12424.0,4.9372,667.0,0.0,49950.0,-4.922,166.0,49950.0,1.0,256.0,0.63516,-0.26864,1.0,351.0,1.1,0.0,1.0,667.0,0.1,-8.9643,2.0,166.0,-0.00082229,0.0,2.0,0.4,11.456,0.0,2.0,4.773e-12,-12.234,0.0,195.0,2.4749,0.0,0.0,196.0,-2.4749,0.0,0.30511,23.723,0.0,0.0,3.3322,41.75,,-0.0095457,6.7391e-17,7.1562,,1.4866,0.84173,-14.379,,-8.6617,0.99996,-6.9062,0.0,0.99801,1.0,-38.75,0.0,4.4221,0.0,0.0,-0.0,0.00017309,5e-06,1.0,0.0,0.0,89856.0,0.58047,256.0,0.0,49952.0,
198,0.001038,154750.0,0.0,-0.1851,0.32842,46374.0,0.0,0.0,0.090292,0.0078125,0.012863,-6.6682,2.8489,1.0,4.6505,-0.17233,0.10287,0.0,-1.5145,0.0,0.00027167,143.81,0.0098721,-5.0827,9.6705e-05,190.0,3.66,2.6642e-05,3.6485e-05,107.0,-8.8621e-08,46372.0,0.002738,5.0,0.011903,1.0,0.0,324.96,10.813,11529.0,3.6055,650.0,0.0,46372.0,-5.5102,214.0,46372.0,1.0,256.0,0.79531,-0.18508,1.0,324.96,1.1,0.0,1.0,650.0,0.1,-6.6682,2.0,214.0,0.0014547,0.0,2.0,0.4,16.291,0.0,2.0,1.7994e-11,-6.5033,0.0,196.0,1.6202,0.0,0.0,197.0,-2.4749,0.0,0.20419,24.36,0.0,0.0,3.0348,45.0,,-0.012863,1.0052e-18,7.0938,,1.5145,0.88712,-14.776,,-4.6505,0.99996,-6.7812,0.0,0.99701,1.0,-38.5,0.0,4.5471,0.0,0.0,0.0,0.0095573,5e-06,1.0,0.0,0.0,83190.0,0.66602,256.0,0.0,46374.0,
199,0.00069816,208640.0,0.0,-0.26615,0.35551,57666.0,0.0,0.0,0.11095,0.0078125,0.0098736,-6.1489,2.9552,1.0,4.4711,-0.25637,0.08274,0.0,-1.5195,0.0,0.00026788,158.62,0.008261,-5.711,9.0447e-05,591.0,3.4826,7.2604e-05,3.6084e-05,115.0,-8.8359e-08,57663.0,0.0028857,5.0,0.0093082,1.0,9.5258e-09,383.88,9.9955,14352.0,2.5669,977.0,0.0,57663.0,-3.8851,232.0,57663.0,1.0,256.0,0.58047,-0.26614,1.0,383.88,1.1,0.0,1.0,977.0,0.1,-6.1489,2.0,232.0,-0.00059696,0.0,2.0,0.4,7.8068,0.0,2.0,1.6538e-11,-6.2093,0.0,197.0,1.6202,0.0,0.0,198.0,-2.4749,0.0,0.30163,23.735,0.0,0.0,3.442,43.25,,-0.0098736,5.0498e-16,7.125,,1.5195,0.76248,-14.337,,-4.4711,0.99995,-6.625,0.0,0.99839,1.0,-39.0,0.0,4.5698,0.0,0.0,-0.0,0.011434,5e-06,1.0,0.0,0.0,98274.0,0.5875,256.0,0.0,57666.0,
200,0.00088955,173440.0,0.0,-0.25657,0.35704,59725.0,0.0,0.0,0.094644,0.0078125,0.008044,-5.7998,3.0055,1.0,2.7449,-0.24856,0.085045,0.0,-1.3595,0.0,3.4986,150.91,0.0058789,-5.7936,0.00013003,237.0,1.8091,1.1571e-05,2.0515,108.0,-8.9203e-08,59724.0,0.003851,5.0,0.0063127,1.0,1.1241e-08,384.21,3.7672,14867.0,3.5237,683.0,0.0,59724.0,-3.4748,235.0,59724.0,1.0,255.0,0.66602,-0.25655,1.0,383.08,1.1,0.0,1.0,683.0,0.0,-5.7998,2.0,235.0,-0.00060011,0.0,2.0,0.4,7.7405,0.0,2.0,-1.996e-12,-6.7445,0.0,198.0,2.4749,0.0,0.0,199.0,-2.4749,0.0,0.29808,23.786,1.0,0.0,3.4913,45.0,672.0,-0.008044,2.9969e-17,7.0938,672.0,1.3595,0.75676,-14.371,672.0,-2.7449,0.99998,-6.75,0.0,0.99783,1.0,-39.75,0.0,3.8943,0.0,0.0,-0.0,0.064256,5e-06,1.0,0.0,0.0,98357.0,0.66016,256.0,0.0,59725.0,0.61938
201,0.00098308,171010.0,0.0,-0.29226,0.37609,68620.0,0.0,0.0,0.096477,0.023438,0.0081117,-5.6023,3.2033,1.0,2.7669,-0.28426,0.088303,0.0,-1.527,0.0,0.00038003,145.88,0.0059886,-5.6326,0.0001205,191.0,2.0772,6.586e-05,4.9244e-05,108.0,-8.5725e-08,68616.0,0.0031454,5.0,0.0064472,1.0,-4.4473e-09,413.92,3.828,17090.0,3.2336,670.0,0.0,68616.0,-3.1494,225.0,68616.0,1.0,245.0,0.5875,-0.29224,1.0,402.87,1.1,0.0,1.0,652.0,0.0,-5.6023,2.0,225.0,7.3894e-05,0.0,2.0,0.4,7.7151,0.0,2.0,0.0,-8.6596,0.0,199.0,2.4749,0.0,0.0,200.0,-2.4749,0.0,0.34392,23.517,11.0,0.0,3.443,43.0,660.18,-0.0081117,9.0517e-16,7.0938,670.0,1.527,0.69838,-14.001,642.0,-2.7669,0.99994,-6.625,0.0,0.99788,1.0,-40.25,0.0,4.6042,0.0,0.0,0.0,0.062854,5e-06,1.0,0.0,0.0,105960.0,0.59883,256.0,0.0,68620.0,
202,0.00090678,191620.0,0.0,-0.28385,0.36001,60295.0,0.0,0.0,0.099909,0.0078125,0.010234,-5.6504,3.0099,1.0,3.4707,-0.27375,0.085285,0.0,-1.5388,0.0,0.00030632,166.31,0.0077394,-5.5646,9.7908e-05,424.0,2.5018,9.5448e-05,4.2774e-05,105.0,-8.4052e-08,60291.0,0.0025732,5.0,0.0099225,1.0,1.7209e-08,401.84,6.0228,15009.0,1.7766,784.0,0.0,60291.0,-3.4521,169.0,60291.0,1.0,250.0,0.66016,-0.28387,1.0,395.28,1.1,0.0,1.0,784.0,0.0,-5.6504,2.0,169.0,0.00097274,0.0,2.0,0.4,8.2868,0.0,2.0,0.0,-4.8612,0.0,200.0,1.2051,0.0,0.0,201.0,-2.4749,0.0,0.32642,23.858,6.0,0.0,3.7101,45.0,675.0,-0.010234,2.7238e-17,7.0938,693.0,1.5388,0.80241,-14.362,617.0,-3.4707,0.99993,-6.4375,0.0,0.99751,1.0,-39.75,0.0,4.6588,0.0,0.0,0.0,0.031096,5e-06,1.0,0.0,0.0,102870.0,0.59258,256.0,0.0,60295.0,
203,0.00073857,214660.0,0.0,-0.25795,0.39024,67013.0,0.0,0.0,0.11086,0.0078125,0.0067774,-5.4292,3.2746,1.0,2.2338,-0.25123,0.088999,0.0,-1.2697,0.0,0.00029143,168.34,0.0049945,-5.3913,0.00010279,470.0,1.341,3.0744e-05,4.2013e-05,109.0,-8.9552e-08,67011.0,0.0025188,5.0,0.0054236,1.0,-9.108e-10,430.11,2.495,16689.0,3.5831,932.0,0.0,67011.0,-3.5015,225.0,67011.0,1.0,243.0,0.59883,-0.25793,1.0,417.09,1.1,0.0,1.0,932.0,0.0,-5.4292,2.0,225.0,0.00014945,0.0,2.0,0.4,5.8779,0.0,2.0,1.7789e-12,-5.5154,0.0,201.0,2.4749,0.0,0.0,202.0,-2.4749,0.0,0.29959,23.91,13.0,0.0,3.2758,44.5,673.46,-0.0067774,2.0475e-16,7.0938,745.0,1.2697,0.63117,-14.336,636.0,-2.2338,0.99997,-7.375,0.0,0.99822,1.0,-40.25,0.0,3.5599,0.0,0.0,0.0,0.10712,5e-06,1.0,0.0,0.0,110110.0,0.65742,256.0,0.0,67013.0,
204,0.0011847,175620.0,0.0,-0.28019,0.3605,64921.0,0.0,0.0,0.099155,0.019531,0.011189,-7.7091,2.9765,1.0,6.1441,-0.26931,0.086433,0.0,-1.5876,0.0,0.00036438,141.12,0.009625,-5.4306,7.4653e-05,180.0,5.1463,0.00021495,3.941e-05,103.0,-8.8243e-08,64912.0,0.0027215,5.0,0.018983,1.0,8.4613e-09,394.72,18.875,16164.0,3.552,689.0,0.0,64912.0,-3.4004,188.0,64912.0,1.0,247.0,0.59258,-0.2802,1.0,384.73,1.1,0.0,1.0,652.0,0.0,-7.7091,2.0,188.0,0.00024615,0.0,2.0,0.4,8.0201,0.0,2.0,-2.2035e-11,-6.8384,0.0,202.0,2.4749,0.0,0.0,203.0,-2.4749,0.0,0.31579,23.969,9.0,0.0,3.4008,45.25,669.0,-0.011189,1.9672e-18,7.0938,689.0,1.5876,0.78163,-14.411,642.0,-6.1441,0.99986,-7.125,0.0,0.99844,1.0,-40.0,0.0,4.8918,0.0,0.0,0.0,0.002146,5e-06,1.0,0.0,0.0,101050.0,0.58086,256.0,0.0,64921.0,
205,0.00086763,185980.0,0.0,-0.21753,0.90761,62159.0,0.0,0.0,0.097395,0.011719,0.0064427,-7.709,3.0189,1.0,6.0407,-0.21109,0.084237,0.0,-1.4887,0.0,0.00030711,156.25,0.0054659,-5.3767,0.00010006,522.0,5.0431,0.0,4.618e-05,105.0,-8.8941e-08,62159.0,0.0029366,5.0,0.0093233,1.0,2.5775e-08,399.06,18.245,15476.0,3.4276,739.0,0.0,62159.0,-3.3067,210.0,62159.0,1.0,243.0,0.65742,-0.21753,1.0,384.68,1.1,0.0,1.0,739.0,0.0,-7.709,2.0,210.0,-5.7177e-06,0.0,2.0,0.4,6.3128,0.0,2.0,0.0,-5.692,0.0,203.0,2.4749,0.0,0.0,204.0,-2.4749,0.0,0.25075,24.247,13.0,0.0,3.4954,43.25,667.77,-0.0064427,4.042e-17,7.1562,714.0,1.4887,0.65802,-14.598,640.0,-6.0407,1.0,-6.8438,0.0,0.99902,1.0,-39.75,0.0,4.4311,1.0,0.0,0.0,0.0023799,5e-06,1.0,0.0,0.0,102160.0,0.50234,256.0,0.0,62159.0,
206,0.00080976,183420.0,0.0,-0.30304,0.37858,72044.0,0.0,0.0,0.096519,0.027344,0.005719,-5.7522,3.258,1.0,2.8908,-0.29737,0.086076,0.0,-1.5062,0.0,0.00028361,158.5,0.0035979,-5.6898,9.5694e-05,288.0,2.0033,2.9342e-05,3.6475e-05,106.0,-8.8636e-08,72042.0,0.003068,5.0,0.0038628,1.0,0.0,439.92,4.1785,17946.0,3.2884,730.0,0.0,72042.0,-3.1776,213.0,72042.0,1.0,237.0,0.58086,-0.30302,1.0,421.45,1.1,0.0,1.0,691.0,0.0,-5.7522,2.0,213.0,0.00026734,0.0,2.0,0.4,5.8718,0.0,2.0,3.3093e-12,-7.451,0.0,204.0,2.4749,0.0,0.0,205.0,-2.4749,0.0,0.35118,23.658,19.0,0.0,3.8482,43.75,670.37,-0.005719,1.4817e-15,7.0938,730.0,1.5062,0.68131,-14.337,639.0,-2.8908,0.99997,-6.8438,0.0,0.99788,1.0,-40.5,0.0,4.5094,0.0,0.0,-0.0,0.05553,5e-06,1.0,0.0,0.0,112620.0,0.69766,256.0,0.0,72044.0,
207,0.00071576,240900.0,0.0,-0.3134,0.40995,77613.0,0.0,0.0,0.11477,0.0078125,0.0055214,-5.6318,3.6917,1.0,3.298,-0.30797,0.087654,0.0,-1.5852,0.0,0.00037474,181.19,0.0039847,-5.6011,7.996e-05,506.0,2.3349,5.4398e-05,4.1513e-05,107.0,-8.7253e-08,77609.0,0.0032077,5.0,0.0044341,1.0,6.2912e-09,484.36,5.4382,19338.0,3.1593,978.0,0.0,77609.0,-3.0623,238.0,77609.0,1.0,246.0,0.50234,-0.31337,1.0,477.15,1.1,0.0,1.0,978.0,0.0,-5.6318,2.0,238.0,-5.0621e-06,0.0,2.0,0.4,5.2654,0.0,2.0,-3.0719e-12,-5.8858,0.0,205.0,2.4749,0.0,0.0,206.0,-2.4749,0.0,0.36765,23.5,10.0,0.0,3.3051,45.25,661.8,-0.0055214,9.5339e-17,7.0938,719.0,1.5852,0.64818,-14.211,633.0,-3.298,0.99995,-6.5938,0.0,0.99846,1.0,-40.0,0.0,4.8805,0.0,0.0,-0.0,0.036959,5e-06,1.0,0.0,0.0,124000.0,0.6793,256.0,0.0,77613.0,
208,0.00080722,201860.0,0.0,-0.28222,0.36603,67198.0,0.0,0.0,0.10259,0.0078125,0.0044227,-5.496,3.1162,1.0,1.7305,-0.2778,0.13177,0.0,-1.3904,0.0,0.00040198,155.38,0.0033903,-5.5041,0.00010353,337.0,1.6261,0.0,4.1292e-05,105.0,-8.7399e-08,67198.0,0.0032022,5.0,0.0035218,1.0,2.7249e-09,417.87,1.4974,16736.0,3.129,808.0,0.0,67198.0,-3.0395,195.0,67198.0,1.0,236.0,0.69766,-0.28222,1.0,395.78,1.1,0.0,1.0,808.0,0.0,-5.496,2.0,195.0,-0.00067729,0.0,2.0,0.4,6.8242,0.0,2.0,1.0644e-11,-7.9329,0.0,206.0,2.4749,0.0,0.0,207.0,-2.4749,0.0,0.33245,23.76,20.0,0.0,3.4706,43.25,678.55,-0.0044227,2.1695e-16,7.125,722.0,1.3904,0.71888,-14.293,627.0,-1.7305,1.0,-6.4062,0.0,0.99897,1.0,-39.25,0.0,4.0165,1.0,0.0,-0.0,0.17719,5e-06,1.0,0.0,0.0,106970.0,0.81992,256.0,0.0,67198.0,
209,0.0010202,180350.0,0.0,-0.30852,0.35487,62811.0,0.0,0.0,0.09826,0.0078125,0.0057845,-6.4652,2.9595,1.0,6.3122,-0.30277,0.085754,0.0,-1.4541,0.0,0.00040832,143.34,0.0049698,-5.4332,0.00010424,227.0,5.314,1.1096e-05,4.4628e-05,101.0,-8.801e-08,62810.0,0.0031029,5.0,0.0057576,1.0,-9.2314e-09,388.7,19.922,15638.0,3.6656,708.0,0.0,62810.0,-3.568,169.0,62810.0,1.0,249.0,0.6793,-0.30851,1.0,380.53,1.1,0.0,1.0,700.0,0.0,-6.4652,2.0,169.0,0.00059814,0.0,2.0,0.4,6.3834,0.0,2.0,3.7958e-12,-6.0721,0.0,207.0,2.4749,0.0,0.0,208.0,-2.4749,0.0,0.35221,23.76,7.0,0.0,3.5861,44.25,679.29,-0.0057845,1.6618e-18,7.125,708.0,1.4541,0.85352,-14.384,628.0,-6.3122,0.99998,-7.1562,0.0,0.99919,1.0,-40.0,0.0,4.2808,0.0,0.0,0.0,0.0018141,5e-06,1.0,0.0,0.0,99507.0,0.60977,256.0,0.0,62811.0,
