step,timeperf/rollout,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/n_tokens,timeperf/recompute_logp,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_valid_tokens,teacher_answer_n_seqs,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/new_logp/avg,teacher_answer_logp/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/max,teacher_answer_logp/min,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/min,teacher_answer_logp/max,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/v_proximal,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_theta,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_max_logits/avg,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/max,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/min,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/use_dual_clip,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/min,ppo_actor/update/importance_weight/avg,rollout/accepted,ppo_actor/final_reward/max,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/max,rollout/reward,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/min,eval-rollout/reward,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/lr
185,0.0016954,513.32,0.99955,131410.0,0.52859,823.0,2.7075,84954.0,256.0,273.0,0.26335,-0.23092,-1.603,0.0,0.0,0.0,-10.792,0.0,0.0,-5.0699,0.0,0.0,0.0,-0.22844,10.5,0.0,0.0,0.0,2.0,256.0,0.0024896,-5.0775,236.0,201980.0,1.3343,0.0,513.32,84954.0,-0.99602,84954.0,273.0,0.09375,0.0020402,1.0,823.0,1.0,0.71146,14116.0,4.0,0.0,-8.9407e-08,84954.0,4.0,181.47,0.0020808,1.0,4.0,439.0,0.89014,1.0,0.68704,130.0,0.0,1.0,0.13981,5.0,84954.0,2.0,3.0172,513.32,-0.23092,2.0,0.084964,823.0,0.0,2.0,0.0003054,273.0,-5.0699,183.0,7.2739e-05,-1.603,0.0,184.0,4.3455e-05,0.0,0.0,26.285,0.0042783,-10.792,0.0,47.0,4.0413e-09,-0.00014427,0.0,6.375,2.369,4.4706,0.26625,-17.034,-2.8068,-3.7107,2.6013,-7.1562,0.0,0.0,6.4267e-17,-38.25,0.25,0.0,0.45106,0.0,-1.319e-10,0.0,1.0,1.0,2.0681,-0.0024896,1.0,0.0,-2.4749,0.99602,1.0,,256.0,-1.3343,3e-06
186,0.0018161,487.69,0.99957,124850.0,0.49856,631.0,2.6036,82073.0,256.0,230.0,0.37253,-0.23998,-1.4733,0.0,0.0,0.0,-11.042,0.0,0.0,-4.8817,0.0,0.0,0.0,-0.23755,4.625,0.0,0.0,0.0,2.0,256.0,0.0024292,-4.8042,30.0,161280.0,0.98743,0.0,487.69,82073.0,-0.9569,82073.0,230.0,0.0625,0.0019967,1.0,631.0,1.0,0.64671,20454.0,4.0,0.0,-8.7559e-08,82073.0,4.0,167.09,0.0020243,1.0,4.0,247.0,0.48751,1.0,0.61703,124.0,0.0,1.0,0.12929,5.0,82073.0,2.0,3.7887,487.69,-0.23998,2.0,0.08612,631.0,0.0,2.0,0.00035309,230.0,-4.8817,184.0,7.2079e-05,-1.4733,0.0,185.0,4.4076e-05,0.0,0.0,26.093,0.0043159,-11.042,0.0,49.25,-5.5775e-09,-0.00033682,0.0,6.4688,2.7348,4.0926,0.28045,-17.008,-2.786,-3.8817,2.7033,-7.0625,0.0,0.0,6.2463e-18,-33.75,0.25,0.0,0.67414,0.0,1.0458e-10,0.0,1.0,1.0,2.4008,-0.0024292,1.0,0.0,-2.4748,0.9569,1.0,,256.0,-0.98743,3e-06
187,0.0016283,540.01,0.99948,138240.0,0.55116,832.0,2.875,92211.0,256.0,266.0,0.35072,-0.22816,-1.542,0.0,0.0,0.0,-7.8125,0.0,0.0,-4.7734,0.0,0.0,0.0,-0.22572,9.9062,0.0,0.0,0.0,2.0,256.0,0.0024395,-4.772,197.0,192900.0,1.0478,0.0,540.01,92211.0,-1.0561,92211.0,266.0,0.0625,0.0019222,1.0,832.0,1.0,0.81898,15326.0,4.0,0.0,-8.865e-08,92211.0,4.0,179.81,0.0019501,1.0,4.0,448.0,0.55764,1.0,0.68488,126.0,0.0,1.0,0.14157,5.0,92211.0,2.0,3.826,540.01,-0.22816,2.0,0.08937,832.0,0.0,2.0,0.00036939,266.0,-4.7734,185.0,6.9956e-05,-1.542,0.0,186.0,4.3646e-05,0.0,0.0,26.328,0.0044868,-7.8125,0.0,47.75,-2.1512e-09,-0.00022734,0.0,6.375,2.1953,4.8138,0.26285,-17.044,-2.7674,-3.4476,2.645,-7.1562,0.0,0.0,1.1927e-16,-38.25,0.25,0.0,0.43077,0.0,-1.5513e-11,0.0,1.0,1.0,1.9612,-0.0024395,1.0,0.0,-2.4748,1.0561,1.0,,256.0,-1.0478,3e-06
188,0.0015205,496.89,0.99935,127200.0,0.50711,599.0,3.0034,84683.0,256.0,259.0,0.23059,-0.22743,-1.3524,0.0,0.0,0.0,-10.833,0.0,0.0,-4.8172,0.0,0.0,0.0,-0.22458,6.125,0.0,0.0,0.0,2.0,256.0,0.0028468,-4.57,41.0,152830.0,1.4671,0.0,496.89,84683.0,-1.0997,84683.0,259.0,0.0625,0.0021965,1.0,599.0,1.0,0.90366,21107.0,4.0,0.0,-8.7515e-08,84683.0,4.0,166.09,0.0022817,1.0,4.0,215.0,1.0762,1.0,0.62782,127.0,0.0,1.0,0.12107,5.0,84683.0,2.0,3.8226,496.89,-0.22743,2.0,0.088408,599.0,0.0,2.0,0.0003406,259.0,-4.8172,186.0,7.0707e-05,-1.3524,0.0,187.0,4.3355e-05,0.0,0.0,26.189,0.0042703,-10.833,0.0,46.75,2.6578e-09,-2.0479e-05,0.0,6.375,2.5504,4.1367,0.26489,-17.138,-2.882,-3.4716,2.4683,-7.1562,0.0,0.0,2.8582e-16,-33.75,0.25,0.0,0.68461,0.0,1.6893e-11,0.0,1.0,1.0,2.1676,-0.0028468,1.0,0.0,-2.4748,1.0997,1.0,,256.0,-1.4671,3e-06
189,0.0017069,504.96,1.0,129270.0,0.51173,780.0,3.3538,83045.0,256.0,283.0,0.14047,-0.21851,-1.4422,0.0,0.0,0.0,-13.333,0.0,0.0,-4.8492,0.0,0.0,0.0,-0.21589,4.75,0.0,0.0,0.0,2.0,256.0,0.0026166,-4.5118,28.0,189700.0,1.9628,0.0,504.96,83045.0,-1.2101,83045.0,283.0,0.0625,0.0026318,1.0,780.0,1.0,1.1437,20697.0,4.0,0.0,-8.7777e-08,83045.0,4.0,180.56,0.0027345,1.0,4.0,396.0,1.9262,1.0,0.64873,132.0,0.0,1.0,0.13573,5.0,83045.0,2.0,3.895,504.96,-0.21851,2.0,0.095985,780.0,0.0,2.0,0.00033808,283.0,-4.8492,187.0,6.607e-05,-1.4422,0.0,188.0,4.1253e-05,0.0,0.0,26.343,0.0042448,-13.333,0.0,48.5,-1.4699e-09,1.8165e-05,0.0,6.2812,2.6508,5.9821,0.2559,-17.019,-2.885,-4.5652,2.5941,-7.0312,0.0,0.0,6.543e-17,-39.25,0.25,0.0,0.65125,0.0,-9.9048e-11,0.0,1.0,1.0,2.2419,-0.0026166,1.0,0.0,-2.4749,1.2101,1.0,,256.0,-1.9628,3e-06
190,0.001884,521.03,0.99936,133380.0,0.55237,858.0,3.743,86928.0,256.0,299.0,0.23399,-0.25189,-1.3087,0.0,0.0,0.0,-10.625,0.0,0.0,-4.7685,0.0,0.0,0.0,-0.24833,4.5625,0.0,0.0,0.0,2.0,256.0,0.0035564,-4.7843,29.0,188030.0,1.4525,0.0,521.03,86928.0,-1.3199,86928.0,299.0,0.0625,0.0029149,1.0,858.0,1.0,1.4231,14445.0,4.0,0.0,-8.9407e-08,86928.0,4.0,181.47,0.0029859,1.0,4.0,474.0,1.0549,1.0,0.66612,139.0,0.0,1.0,0.13912,5.0,86928.0,2.0,3.9491,521.03,-0.25189,2.0,0.085162,858.0,0.0,2.0,0.00032326,299.0,-4.7685,188.0,7.0967e-05,-1.3087,0.0,189.0,4.3666e-05,0.0,0.0,25.916,0.0043761,-10.625,0.0,45.25,-1.0532e-09,-0.0004452,0.0,6.375,2.0771,6.3605,0.28788,-16.843,-2.7911,-3.0692,2.6747,-7.1562,0.0,0.0,8.4273e-17,-36.75,0.25,0.0,0.44007,0.0,-2.1942e-11,0.0,1.0,1.0,1.8085,-0.0035564,1.0,0.0,-2.4747,1.3199,1.0,,256.0,-1.4525,3e-06
191,0.0014332,482.47,0.9997,123510.0,0.50075,587.0,3.278,81952.0,256.0,281.0,0.20478,-0.22157,-1.4337,0.0,0.0,0.0,-10.834,0.0,0.0,-4.8669,0.0,0.0,0.0,-0.21853,3.5,0.0,0.0,0.0,2.0,256.0,0.0030416,-4.7789,25.0,149890.0,1.5858,0.0,482.47,81952.0,-1.1872,81952.0,281.0,0.0625,0.002737,1.0,587.0,1.0,1.0907,20424.0,4.0,0.0,-8.9407e-08,81952.0,4.0,162.34,0.0027909,1.0,4.0,203.0,1.2574,1.0,0.63088,128.0,0.0,1.0,0.12012,5.0,81952.0,2.0,3.7619,482.47,-0.22157,2.0,0.28529,587.0,0.0,2.0,0.00039109,281.0,-4.8669,189.0,7.2499e-05,-1.4337,0.0,190.0,4.4337e-05,0.0,0.0,26.387,0.0039484,-10.834,0.0,47.25,9.682e-09,3.3649e-06,0.0,6.375,2.2289,5.8646,0.25691,-17.072,-3.0242,-4.4033,2.6575,-7.1562,0.0,0.0,3.8231e-18,-37.75,0.25,0.0,0.69201,0.0,1.3092e-11,0.0,1.0,1.0,1.7952,-0.0030416,1.0,0.0,-2.4749,1.1872,1.0,,256.0,-1.5858,3e-06
192,0.0015386,553.1,0.99973,141590.0,0.56223,760.0,2.2406,92834.0,256.0,264.0,0.21524,-0.24752,-1.6965,0.0,0.0,0.0,-6.6821,0.0,0.0,-4.6736,0.0,0.0,0.0,-0.24496,4.375,0.0,0.0,0.0,2.0,256.0,0.0025625,-4.8219,24.0,184450.0,1.536,0.0,553.1,92834.0,-0.80674,92834.0,264.0,0.0625,0.0022959,1.0,760.0,1.0,0.75125,15430.0,4.0,0.0,-8.9873e-08,92834.0,4.0,190.47,0.0023331,1.0,4.0,376.0,1.1797,1.0,0.65981,133.0,0.0,1.0,0.13874,5.0,92834.0,2.0,3.8499,553.1,-0.24752,2.0,0.084594,760.0,0.0,2.0,0.00032429,264.0,-4.6736,190.0,0.000113,-1.6965,0.0,191.0,3.5503e-05,0.0,0.0,26.085,0.0043983,-6.6821,0.0,50.5,3.0819e-09,-0.00017142,0.0,6.375,2.3773,4.6245,0.28563,-16.985,-2.7582,-4.2664,2.6094,-7.1562,0.0,0.0,9.6591e-18,-40.75,0.25,0.0,0.44655,0.0,-6.4206e-12,0.0,1.0,1.0,2.1199,-0.0025625,1.0,0.0,-2.4648,0.80674,1.0,,256.0,-1.536,3e-06
193,0.0017993,519.27,0.9996,132930.0,0.54793,730.0,4.2066,86884.0,256.0,274.0,0.17192,-0.22645,-1.5798,0.0,0.0,0.0,-8.0832,0.0,0.0,-4.6534,0.0,0.0,0.0,-0.22352,6.4375,0.0,0.0,0.0,2.0,256.0,0.0029526,-4.5895,41.0,178430.0,1.7607,7.946e-06,519.27,86884.0,-1.4366,86883.0,274.0,0.0625,0.0025531,1.0,730.0,1.0,1.7699,14438.0,4.0,0.0,-8.9873e-08,86883.0,4.0,179.88,0.0026525,1.0,4.0,346.0,1.5501,1.0,0.66659,127.0,0.0,1.0,0.13484,5.0,86883.0,2.0,3.9776,519.27,-0.22644,2.0,0.086736,730.0,0.0,2.0,0.00036379,274.0,-4.6534,191.0,0.00012203,-1.5798,0.0,192.0,4.3105e-05,0.0,0.0,26.498,0.0051076,-8.0832,0.0,49.25,-2.4587e-09,0.00036088,0.0,6.375,2.4358,5.8148,0.26139,-17.301,-2.8702,-3.6051,2.5407,-7.1875,0.0,0.0,1.0839e-17,-39.5,0.25,0.0,0.45448,0.0,1.1525e-10,0.0,0.99999,1.0,2.0899,-0.0029526,1.0,0.0,-2.4748,1.4366,0.0,,256.0,-1.7607,3e-06
194,0.0017743,530.71,0.99996,135860.0,0.55237,903.0,3.7943,89414.0,256.0,315.0,0.29104,-0.22134,-1.3706,0.0,0.0,0.0,-16.043,0.0,0.0,-4.656,0.0,0.0,0.0,-0.21913,3.6875,0.0,0.0,0.0,2.0,256.0,0.0022138,-4.5189,8.0,208380.0,1.2343,0.0,530.71,89414.0,-1.3335,89414.0,315.0,0.0625,0.0021747,1.0,903.0,1.0,1.4608,14860.0,4.0,0.0,-8.9407e-08,89414.0,4.0,181.44,0.002213,1.0,4.0,519.0,0.88911,1.0,0.66324,132.0,0.0,1.0,0.1445,5.0,89414.0,2.0,3.9009,530.71,-0.22134,2.0,0.08396,903.0,0.0,2.0,0.00029908,315.0,-4.656,192.0,7.0887e-05,-1.3706,0.0,193.0,3.2869e-05,0.0,0.0,26.472,0.0040277,-16.043,0.0,47.75,-2.1332e-09,1.2268e-05,0.0,6.4062,2.4904,4.6847,0.2552,-17.124,-2.9671,-3.9978,2.8041,-7.0312,0.0,0.0,1.6886e-16,-38.0,0.25,0.0,0.42764,0.0,8.7993e-11,0.0,1.0,1.0,2.0635,-0.0022138,1.0,0.0,-2.4749,1.3335,1.0,,256.0,-1.2343,3e-06
195,0.0016298,496.12,0.9999,127010.0,0.51061,668.0,2.6886,84375.0,256.0,276.0,0.26838,-0.23261,-1.2642,0.0,0.0,0.0,-13.438,0.0,0.0,-4.6988,0.0,0.0,0.0,-0.2304,3.625,0.0,0.0,0.0,2.0,256.0,0.0022128,-4.6853,16.0,167550.0,1.3154,0.0,496.12,84375.0,-0.98902,84375.0,276.0,0.0625,0.0021149,1.0,668.0,1.0,0.69958,21030.0,4.0,0.0,-8.9407e-08,84375.0,4.0,166.53,0.0021561,1.0,4.0,284.0,0.8651,1.0,0.62918,126.0,0.0,1.0,0.12918,5.0,84375.0,2.0,3.8287,496.12,-0.23261,2.0,0.084399,668.0,0.0,2.0,0.00035838,276.0,-4.6988,193.0,7.8908e-05,-1.2642,0.0,194.0,4.4367e-05,0.0,0.0,26.265,0.0035258,-13.438,0.0,47.25,-4.702e-09,2.8631e-06,0.0,6.375,2.5936,4.8759,0.26842,-17.015,-2.9699,-3.7661,2.4933,-6.625,0.0,0.0,6.1822e-17,-33.5,0.25,0.0,0.67206,0.0,-4.945e-11,0.0,1.0,1.0,2.1586,-0.0022128,1.0,0.0,-2.4749,0.98902,1.0,,256.0,-1.3154,3e-06
196,0.0012511,511.43,1.0002,130930.0,0.52822,763.0,2.3803,83382.0,256.0,297.0,0.24412,-0.21401,-1.4989,0.0,0.0,0.0,-8.6111,0.0,0.0,-4.9933,0.0,0.0,0.0,-0.2123,3.4062,0.0,0.0,0.0,2.0,256.0,0.0017051,-4.6647,10.0,194300.0,1.4101,0.0,511.43,83382.0,-0.86723,83382.0,297.0,0.027344,0.0018763,1.0,763.0,1.0,0.65421,13854.0,4.0,0.0,-8.8156e-08,83382.0,4.0,185.72,0.0019185,1.0,4.0,379.0,0.99417,1.0,0.66733,129.0,0.0,1.0,0.14074,5.0,83382.0,2.0,3.0068,511.43,-0.21401,2.0,0.0853,763.0,0.0,2.0,0.00034682,297.0,-4.9933,194.0,7.8158e-05,-1.4989,0.0,195.0,4.0451e-05,0.0,0.0,26.377,0.003821,-8.6111,0.0,46.5,-1.1712e-08,-0.0001252,0.0,6.4062,2.373,4.411,0.24632,-16.804,-2.9851,-3.9825,2.573,-7.1875,0.0,0.0,5.4171e-18,-37.0,0.25,0.0,0.43418,0.0,1.0008e-10,0.0,1.0,1.0,1.9628,-0.0017051,1.0,0.0,-2.4749,0.86723,1.0,,256.0,-1.4101,3e-06
197,0.0016647,505.45,0.99985,129400.0,0.51096,714.0,2.923,84292.0,256.0,303.0,0.34265,-0.23543,-1.3984,0.0,0.0,0.0,-7.5521,0.0,0.0,-5.1707,0.0,-0.0,0.0,-0.23332,5.5938,0.0,0.0,0.0,2.0,256.0,0.0021154,-5.1521,53.0,181500.0,1.0711,0.0,505.45,84292.0,-1.0726,84292.0,303.0,0.054688,0.0019701,1.0,714.0,1.0,0.85039,21009.0,4.0,0.0,-8.8941e-08,84292.0,4.0,176.19,0.0019881,1.0,4.0,330.0,0.57525,1.0,0.67651,127.0,0.0,1.0,0.14107,5.0,84292.0,2.0,3.8991,505.45,-0.23543,2.0,0.082234,714.0,0.0,2.0,0.00032915,303.0,-5.1707,195.0,6.9585e-05,-1.3984,0.0,196.0,3.352e-05,0.0,0.0,26.246,0.0037639,-7.5521,0.0,47.25,-2.8964e-09,0.00041528,0.0,6.4062,2.8066,5.9259,0.27085,-17.094,-2.9244,-5.5017,2.8253,-7.1875,0.0,0.0,5.1622e-18,-39.5,0.25,0.0,0.66438,0.0,-1.3577e-10,0.0,1.0,1.0,2.3754,-0.0021154,1.0,0.0,-2.4749,1.0726,1.0,,256.0,-1.0711,3e-06
198,0.0019646,526.87,1.0,134880.0,0.54955,1116.0,2.9062,83079.0,256.0,227.0,0.29739,-0.22941,-1.6633,0.0,0.0,0.0,-9.5704,0.0,0.0,-5.0194,0.0,0.0,0.0,-0.22761,20.062,0.0,0.0,0.0,2.0,256.0,0.0017934,-5.2121,328.0,248060.0,1.2127,0.0,526.87,83079.0,-1.0669,83079.0,227.0,0.035156,0.0018296,1.0,1116.0,1.0,0.83939,13804.0,4.0,0.0,-8.9407e-08,83079.0,4.0,202.34,0.0018448,1.0,4.0,732.0,0.73533,1.0,0.68957,125.0,0.0,1.0,0.16146,5.0,83079.0,2.0,3.8757,526.87,-0.22941,2.0,0.08466,1116.0,0.0,2.0,0.00040607,227.0,-5.0194,196.0,0.000103,-1.6633,0.0,197.0,3.936e-05,0.0,0.0,26.032,0.0041717,-9.5704,0.0,46.25,7.6221e-09,-5.7198e-05,0.0,6.4062,2.6278,5.4761,0.26676,-16.685,-2.729,-3.503,2.7583,-6.875,0.0,0.0,2.1296e-16,-38.25,0.25,0.0,0.46639,0.0,2.3819e-10,0.0,1.0,1.0,2.3575,-0.0017934,1.0,0.0,-2.4749,1.0669,1.0,,256.0,-1.2127,3e-06
199,0.0015718,477.04,0.99979,122120.0,0.50397,622.0,2.6148,80562.0,256.0,263.0,8.4807e-05,-0.20916,-1.3781,0.0,0.0,0.0,-12.663,0.0,0.0,-9.3752,0.0,-0.0,0.0,-0.20703,4.0625,0.0,0.0,0.0,2.0,256.0,0.0021297,-4.701,23.0,153730.0,9.3751,0.0,477.04,80562.0,-0.96121,80562.0,263.0,0.09375,0.0019221,1.0,622.0,1.0,8.3752,20076.0,4.0,0.0,-8.9407e-08,80562.0,4.0,162.34,0.0024061,1.0,4.0,238.0,43.947,1.0,0.63226,129.0,0.0,1.0,0.12682,5.0,80562.0,2.0,3.7629,477.04,-0.20916,2.0,0.21639,622.0,0.0,2.0,0.00039948,263.0,-9.3752,197.0,0.00018643,-1.3781,0.0,198.0,6.8613e-05,0.0,0.0,26.383,0.0041669,-12.663,0.0,48.75,1.0607e-08,0.00019581,0.0,6.4062,2.7079,5.9618,0.24379,-17.078,-2.9873,-3.2168,3.6983,-7.0625,0.0,0.0,1.0175e-16,-37.0,0.25,0.0,0.66525,0.0,-1.1838e-11,0.0,1.0,1.0,2.2116,-0.0021297,1.0,0.0,-2.4749,0.96121,1.0,,256.0,-9.3751,3e-06
200,0.0015718,472.42,0.99977,120940.0,0.49918,766.0,3.4529,76723.0,256.0,303.0,0.32098,-0.21034,-0.69566,0.0,0.0,0.0,-7.9295,0.0,0.0,-5.195,0.0,0.0,0.0,-0.2081,4.1562,0.0,0.0,0.0,2.0,256.0,0.0022404,-4.9557,17.0,180480.0,1.1364,0.0,472.42,76723.0,-1.2392,76723.0,303.0,0.0625,0.0020145,1.0,766.0,1.0,1.2137,19117.0,4.0,0.0,-8.9392e-08,76723.0,4.0,172.72,0.0020418,1.0,4.0,382.0,0.76783,1.0,0.61235,134.0,0.0,1.0,0.13559,5.0,76723.0,2.0,3.6574,472.42,-0.21034,2.0,0.085068,766.0,0.0,2.0,3.5135,303.0,-5.195,198.0,0.00012592,-0.69566,0.0,199.0,1.344,0.0,0.0,26.483,0.0048905,-7.9295,0.0,47.75,-4.7732e-09,0.00010089,0.0,6.4062,2.9017,7.2579,0.24255,-17.186,-3.4092,-3.9392,2.8382,-7.1875,0.0,0.0,5.8975e-17,-35.0,0.25,0.0,0.70338,0.0,3.1075e-12,0.0,1.0,1.0,2.1093,-0.0022404,1.0,0.0,-2.4749,1.2392,1.0,0.0,256.0,-1.1364,3e-06
201,0.0026044,479.66,0.9999,122790.0,0.50448,615.0,2.9357,81546.0,256.0,283.0,0.15951,-0.20561,-0.80782,0.0,0.0,0.0,-12.229,0.0,0.0,-5.2045,0.0,-0.0,0.0,-0.20339,22.844,0.0,0.0,0.0,2.0,256.0,0.0022258,-5.1927,615.0,157180.0,1.8356,0.0,479.66,81546.0,-1.077,81546.0,283.0,0.0625,0.0021249,1.0,615.0,1.0,0.99515,20322.0,4.0,0.0,-8.7472e-08,81546.0,4.0,161.12,0.0022087,1.0,4.0,231.0,1.6848,1.0,0.68071,130.0,0.0,1.0,0.12915,5.0,81546.0,2.0,3.7148,479.66,-0.20561,2.0,0.80667,615.0,0.0,2.0,0.00038536,283.0,-5.2045,199.0,0.00012886,-0.80782,0.0,200.0,5.7387e-05,0.0,0.0,26.752,0.0036701,-12.229,0.0,46.75,0.0,0.00046123,0.0,6.4062,2.6217,6.9707,0.23947,-17.316,-2.9445,-3.9889,2.8389,-7.1875,0.0,0.0,1.535e-15,-37.0,0.25,0.0,0.72266,0.0,1.2864e-10,0.0,1.0,1.0,2.1844,-0.0022258,1.0,0.0,-2.4749,1.077,1.0,,256.0,-1.8356,3e-06
202,0.0016042,500.51,0.99942,128130.0,0.50837,623.0,4.2013,84026.0,256.0,261.0,0.034616,-0.21537,-1.42,0.0,0.0,0.0,-9.0517,0.0,0.0,-5.2152,0.0,-0.0,0.0,-0.21208,3.9375,0.0,0.0,0.0,2.0,256.0,0.003335,-5.0382,10.0,156420.0,3.3634,2.5164e-05,500.51,84026.0,-1.4354,84024.0,261.0,0.035156,0.00276,1.0,623.0,1.0,2.3981,20942.0,4.0,0.0,-8.8068e-08,84024.0,4.0,172.28,0.0030984,1.0,4.0,239.0,5.6564,1.0,0.65227,139.0,0.0,1.0,0.1296,5.0,84024.0,2.0,3.8516,500.51,-0.21536,2.0,0.084627,623.0,0.0,2.0,0.00043923,261.0,-5.2152,200.0,0.0001452,-1.42,0.0,201.0,4.7932e-05,0.0,0.0,26.368,0.0037113,-9.0517,0.0,47.25,-2.043e-09,0.00038576,0.0,6.5,2.0695,7.0742,0.24754,-16.878,-2.9149,-3.534,2.5803,-7.25,0.0,0.0,2.6988e-16,-34.0,0.25,0.0,0.65505,0.0,-2.27e-11,0.0,0.99998,1.0,1.7302,-0.003335,1.0,0.0,-2.4748,1.4354,0.0,,256.0,-3.3634,3e-06
203,0.0017725,471.94,0.99962,120820.0,0.5003,768.0,4.6772,78297.0,256.0,222.0,0.001271,-0.19894,-1.0387,0.0,0.0,0.0,-19.532,0.0,0.0,-6.668,0.0,0.0,0.0,-0.19576,3.625,0.0,0.0,0.0,2.0,256.0,0.003177,-4.8484,13.0,175870.0,6.6679,0.0,471.94,78297.0,-1.5427,78297.0,222.0,0.050781,0.0027947,1.0,768.0,1.0,5.6692,19510.0,4.0,0.0,-8.8941e-08,78297.0,4.0,166.09,0.0032726,1.0,4.0,384.0,22.231,1.0,0.62333,123.0,0.0,1.0,0.13601,5.0,78297.0,2.0,3.6362,471.94,-0.19894,2.0,0.086753,768.0,0.0,2.0,0.00032665,222.0,-6.668,201.0,0.00011402,-1.0387,0.0,202.0,4.5959e-05,0.0,0.0,26.572,0.0035187,-19.532,0.0,46.5,2.3386e-09,-8.6955e-05,0.0,6.4688,1.6443,5.4524,0.22734,-16.853,-3.0303,-2.6191,2.5771,-7.2812,0.0,0.0,1.8805e-16,-38.0,0.25,0.0,0.70561,0.0,3.0451e-12,0.0,1.0,1.0,1.3225,-0.003177,1.0,0.0,-2.4749,1.5427,1.0,,256.0,-6.6679,3e-06
